13. NAJČEŠĆA PREZIMENA, POPIS 2011.;;;;;;;;;;;;
Ime županije;Grad ili općina;"Ime grada ili
općine";Najčešća prezimena 1);;;;;;;;;
;;;1;2;3;4;5;6;7;8;9;10
Šibensko-kninska;Općina;Pirovac;ČUBRIĆ;MEIĆ;BARIĆ;GULAM;TROSKOT;UREM;BAUS;ERAK;TROŠIĆ;VUKMAN
Šibensko-kninska;Općina;Primošten;HULJEV;GRACIN;BOLANČA;ČOBANOV;JURIN;PERKOV;JURIĆ;SKORIĆ;PANCIROV;MARINOV
Šibensko-kninska;Općina;Promina;DŽAPO;DUVANČIĆ;BRONIĆ;DUJIĆ;ZELIĆ;PERIĆ;ČULINA;SARIĆ;DŽEPINA;KNEŽEVIĆ
Šibensko-kninska;Općina;Rogoznica;RADIĆ;ERCEGOVIĆ;LOVRIĆ;ŽIVKOVIĆ;GOLEŠ;VIDOVIĆ;KARABATIĆ;ŽUPANOVIĆ;LUŠIĆ;DEKOVIĆ
Šibensko-kninska;Općina;Ružić;BUZOV;MARIJANOVIĆ;PASTUOVIĆ;STRUNJE;SUČIĆ;ELEZ;BLAŽEVIĆ;VIDOVIĆ;BOJČIĆ;JUKICA
Šibensko-kninska;Općina;Tisno;KLARIN;OBRATOV;STEGIĆ;ČORKALO;LAPOV;BILIĆ;JAKOVČEV;OLIVARI;BRAČANOV;PIRIJA
Šibensko-kninska;Općina;Tribunj;PERKOV;CVITAN;GRUBELIĆ;STIPANIČEV;FERARA;JABUKA;POPOV;BABUN;KURSAR;UKIĆ
Šibensko-kninska;Općina;Unešić;NAKIĆ;RAJČIĆ;DŽELALIJA;BURIĆ;BULAT;VUKOREPA;GRBEŠA;MALEŠ;VIŠIĆ;MRČELA
Vukovarsko-srijemska; ;;KOVAČEVIĆ;JURIĆ;BOŽIĆ;BABIĆ;KNEŽEVIĆ;NIKOLIĆ;MARIĆ;ŽIVKOVIĆ;FILIPOVIĆ;LOVRIĆ
Vukovarsko-srijemska;Grad;Ilok;BOŠNJAK;PAPAK;BOŽINOVIĆ;GROZNICA;TOT;KOVAČ;BABIĆ;ĆORIĆ;KOLAK;ČOBANKOVIĆ
Vukovarsko-srijemska;Grad;Otok;JURIĆ;BABIĆ;MARTINOVIĆ;LOVRIĆ;GRGIĆ;LUKIĆ;KNEŽEVIĆ;PERKOVIĆ;MARELJIĆ;ŠARIĆ
Vukovarsko-srijemska;Grad;Vinkovci;JURIĆ;BOŽIĆ;MARIĆ;BABIĆ;KOVAČEVIĆ;ŠARIĆ;KNEŽEVIĆ;JUKIĆ;PAVLOVIĆ;HORVAT
Vukovarsko-srijemska;Grad;Vukovar;KOVAČEVIĆ;NIKOLIĆ;LUKIĆ;ŽIVKOVIĆ;MARKOVIĆ;MARIĆ;HORVAT;KOVAČ;PETROVIĆ;RADIĆ
Vukovarsko-srijemska;Grad;Županja;FILIPOVIĆ;ORŠOLIĆ;ŽIVKOVIĆ;JURIĆ;BAOTIĆ;LEŠIĆ;KOPIĆ;GALOVIĆ;BABIĆ;VINCETIĆ
Vukovarsko-srijemska;Općina;Andrijaševci;BIČANIĆ;KRZNARIĆ;SMOLČIĆ;DEKANIĆ;HODAK;BOŽIĆ;RAJKOVIĆ;LEVAKOVIĆ;DELIĆ;ŠEBALJ
Vukovarsko-srijemska;Općina;Babina Greda;VUKOVIĆ;KNEŽEVIĆ;BABIĆ;STOJANOVIĆ;GREGOROVIĆ;LEŠIĆ;ĐAKOVIĆ;VERIĆ;MRKONJIĆ;GRGIĆ
Vukovarsko-srijemska;Općina;Bogdanovci;MUDRI;HARDI;MARIĆ;BOŽIĆ;PAVLOVIĆ;PALJUŠAJ;KATIĆ;LEHOLAT;GELO;KIŠ
Vukovarsko-srijemska;Općina;Borovo;LUKIĆ;NEDIĆ;LAZIĆ;ERIĆ;JOVIĆ;DROBIĆ;BOSIĆ;MAKSIMOVIĆ;ĐURIĆ;PETKOVIĆ
Vukovarsko-srijemska;Općina;Bošnjaci;LEŠIĆ;LENIĆ;ŠUMANOVAC;MATANOVIĆ;JOVANOVAC;VINKOVIĆ;JUZBAŠIĆ;MARŠIĆ;KNEŽEVIĆ;GOLUBIČIĆ
Vukovarsko-srijemska;Općina;Cerna;MAJSTOROVIĆ;JEMRIĆ;KESEGIĆ;GRGIĆ;BEGOVIĆ;KATIĆ;JURČEVIĆ;BLAŽEVIĆ;ANUŠIĆ;CINDRIĆ
Vukovarsko-srijemska;Općina;Drenovci;ABRAMOVIĆ;MATIJEVIĆ;PETROVIĆ;JOSIPOVIĆ;KLARIĆ;LUČIĆ;MATIĆ;BRKIĆ;ZEČEVIĆ;JURIĆ
Vukovarsko-srijemska;Općina;Gradište;JOVANOVAC;DRETVIĆ;STOJANOVIĆ;ČOLAKOVAC;PARAŠILOVAC;MIKINAC;ŽIVKOVIĆ;BOŽIĆ;IVANŠIĆ;NIKOLIĆ
Vukovarsko-srijemska;Općina;Gunja;ŠOKČEVIĆ;LUČIĆ;VOLODER;PEZEROVIĆ;KELAVA;ČERKEZOVIĆ;NIKOLIĆ;FILIPOVIĆ;ALIĆ;LUCIĆ
Vukovarsko-srijemska;Općina;Ivankovo;JELIĆ;ŽIVKOVIĆ;SUDAR;BARIĆ;ŠKARICA;IVANKO;PERIĆ;ŽGELA;GLIBUŠIĆ;RAJKOVIĆ
Vukovarsko-srijemska;Općina;Jarmina;SEDLAR;CULI;KLARIĆ;HORVAT;LEŽAIĆ;KOLEDIĆ;ROŽIĆ;MIKULEC;VARGA;DRAGANIĆ
Vukovarsko-srijemska;Općina;Lovas;SABLJAK;BALIĆ;ANTOLOVIĆ;HODAK;POLE;KRIZMANIĆ;OSTRUN;BRAJKOVIĆ;PALIJAN;KESER
Vukovarsko-srijemska;Općina;Markušica;PETROVIĆ;BOŠNJAK;AVRIĆ;KOVAČEVIĆ;PETKOVIĆ;CVETKOVIĆ;STRAJINIĆ;LAZIĆ;MANDIĆ;TADIĆ
Vukovarsko-srijemska;Općina;Negoslavci;LUKIĆ;BOŽIČKOVIĆ;PLANINAC;TIJANIĆ;VESELINOVIĆ;LAZIĆ;MIŠANOVIĆ;BOŽIĆ;ABADŽIĆ;PRODANOVIĆ
Vukovarsko-srijemska;Općina;Nijemci;ŠIBALIĆ;BOŽANOVIĆ;MESELJEVIĆ;GRGIĆ;VUIĆ;SUBOTIĆ;DŽIGUMOVIĆ;MARIJANOVIĆ;MEDIĆ;TOMIĆ
Vukovarsko-srijemska;Općina;Nuštar;ŠARIĆ;DOLIĆ;MECANOVIĆ;LEKO;KRAJINOVIĆ;BOŠNJAK;MATANČEVIĆ;ZOVKO;SESAR;ČULJAK
Vukovarsko-srijemska;Općina;Privlaka;ŠARIĆ;GRGUROVAC;JURIĆ;ALDUK;NEFERANOVIĆ;ČOPČIĆ;VIDOVIĆ;MILJEVIĆ;PERKUNIĆ;LOVRIĆ
Vukovarsko-srijemska;Općina;Stari Jankovci;NIKOLIĆ;JAKOVLJEVIĆ;JUKIĆ;MARKOVIĆ;LUČIĆ;JOSIPOVIĆ;ĐUKIĆ;TADIĆ;BUDIMIR;PAVLOVIĆ
Vukovarsko-srijemska;Općina;Stari Mikanovci;VALENTIĆ;SALOPEK;CINDRIĆ;ŽGELA;JURČEVIĆ;BOŽIČEVIĆ;JUKIĆ;MEDVED;VUKOVIĆ;KIKIĆ
Vukovarsko-srijemska;Općina;Štitar;DOMINKOVIĆ;MILIČIĆ;ŽIVKOVIĆ;GAŠPAROVIĆ;KOPIĆ;MADŽAREVIĆ;LUKAČEVIĆ;ORŠOLIĆ;BUZOV;VINCETIĆ
Vukovarsko-srijemska;Općina;Tompojevci;KOVAČIĆ;MUDRI;MITROVIĆ;HUDAK;GARVANOVIĆ;LJIKAR;HOMA;LAJKO;SABADOŠ;PETRIČEVIĆ
Vukovarsko-srijemska;Općina;Tordinci;KOVAČEVIĆ;LOVRIĆ;VIDAKOVIĆ;LUKADINOVIĆ;ANDRIČEVIĆ;ADŽIĆ;MATANOVIĆ;KNEZOVIĆ;VENGRING;MARIĆ
Vukovarsko-srijemska;Općina;Tovarnik;KUVEŽDIĆ;BALIĆ;GRGIĆ;FERINAC;DRAGIČEVIĆ;PEULIĆ;FILIĆ;ČURČINAC;GRBEŠIĆ;JURIĆ
Vukovarsko-srijemska;Općina;Trpinja;POPOVIĆ;KOVAČEVIĆ;LAZIĆ;LESKOVAC;BOŽIĆ;ILIĆ;BARVALAC;MITROVIĆ;PATKOVIĆ;PETROVIĆ
Vukovarsko-srijemska;Općina;Vođinci;BOŽIĆ;CVETKOVIĆ;JONJIĆ;VRLJIĆ;PUŠKARIĆ;TOVILO;KORDIĆ;MIKIĆ;LAJTMAN;LUKETINA
Vukovarsko-srijemska;Općina;Vrbanja;ĆOSIĆ;FILIPOVIĆ;NOVOSELAC;VUKOJA;ŽAPER;BRČIĆ;PURIĆ;LAMEŠIĆ;MARIĆ;NIKOLIĆ
Splitsko-dalmatinska; ;;RADIĆ;JUKIĆ;JURIĆ;BAŠIĆ;BABIĆ;VUKOVIĆ;PERIĆ;ŠARIĆ;BILIĆ;GALIĆ
Splitsko-dalmatinska;Grad;Hvar;TUDOR;NOVAK;KOVAČEVIĆ;VUČETIĆ;ZANINOVIĆ;MILIČIĆ;DOMANČIĆ;DUJMOVIĆ;PETRIĆ;VISKOVIĆ
Splitsko-dalmatinska;Grad;Imotski;REBIĆ;GALIĆ;LONČAR;JOVIĆ;DIVIĆ;KUTLEŠA;ARAČIĆ;ĐUZEL;BUŠIĆ;KUKAVICA
Splitsko-dalmatinska;Grad;Kaštela;JURIĆ;BOTIĆ;LOVRIĆ;RADIĆ;TADIN;KOVAČ;BAŠIĆ;ČAVKA;MATAS;RAJČIĆ
Splitsko-dalmatinska;Grad;Komiža;MARDEŠIĆ;BOŽANIĆ;MARINKOVIĆ;ZANKI;IVČEVIĆ;MLADINEO;SVILIČIĆ;VITALJIĆ;KULJIŠ;FIAMENGO
Splitsko-dalmatinska;Grad;Makarska;PUHARIĆ;ROSO;RAVLIĆ;GOJAK;VRANJEŠ;SRZIĆ;ERCEG;BAŠKOVIĆ;JOVIĆ;PAVLINOVIĆ
Splitsko-dalmatinska;Grad;Omiš;KOVAČIĆ;MIMICA;STANIĆ;MARUŠIĆ;TAFRA;JERČIĆ;TOMASOVIĆ;BAŠIĆ;BULIĆ;SOVULJ
Splitsko-dalmatinska;Grad;Sinj;POLJAK;BARAĆ;VUČKOVIĆ;RUNJE;JUKIĆ;ROMAC;PAVIĆ;BUDIMIR;LABROVIĆ;ŠUŠNJARA
Splitsko-dalmatinska;Grad;Solin;JURIĆ;BARIŠIĆ;BOBAN;ROGULJIĆ;MAROVIĆ;MATKOVIĆ;NINČEVIĆ;ŽIŽIĆ;VRDOLJAK;JUKIĆ
Splitsko-dalmatinska;Grad;Split;RADIĆ;JURIĆ;JUKIĆ;BAŠIĆ;BABIĆ;TOMIĆ;ŠARIĆ;BILIĆ;KOVAČEVIĆ;BLAŽEVIĆ
Splitsko-dalmatinska;Grad;Stari Grad;PAVIČIĆ;PETRIĆ;DUŽEVIĆ;KOVAČEVIĆ;STANČIĆ;DULČIĆ;BURATOVIĆ;TADIĆ;RAČIĆ;CARIĆ
Splitsko-dalmatinska;Grad;Supetar;DRAGIČEVIĆ;VLADISLAVIĆ;JAKŠIĆ;VUŠKOVIĆ;DAMJANOVIĆ;HRŽIĆ;KIRIGIN;RENDIĆ;GOSPODNETIĆ;MIRIĆ
Splitsko-dalmatinska;Grad;Trilj;DUKIĆ;ŠIPIĆ;ODRLJIN;VUKAS;ROGULJIĆ;MARASOVIĆ;ŠUŠNJARA;BAJIĆ;GUSIĆ;MARIĆ
Splitsko-dalmatinska;Grad;Trogir;MIŠE;HRABAR;ROŽIĆ;BILIĆ;VUKMAN;RADIĆ;BELAS;TOMAŠ;UGRINA;ŽAJA
Splitsko-dalmatinska;Grad;Vis;VOJKOVIĆ;KARUZA;RADIŠIĆ;SVILIČIĆ;ŽITKO;ILIĆ;BRAJČIĆ;PEČAREVIĆ;PODUJE;TOMIĆ
Splitsko-dalmatinska;Grad;Vrgorac;ERCEG;JELAVIĆ;ŠALINOVIĆ;FRANIĆ;BARBIR;GAŠPAR;PERVAN;TOLJ;MIHALJEVIĆ;RADIĆ
Splitsko-dalmatinska;Grad;Vrlika;TURUDIĆ;LELAS;BLAŽEVIĆ;PLAZONIĆ;VULETIĆ;REŽIĆ;KLEPO;ĆORIĆ;MARAS;ŽERAVICA
Splitsko-dalmatinska;Općina;Baška Voda;TOPIĆ;STANIČIĆ;GRANIĆ;RADIĆ;BEROŠ;JURIŠIĆ;IVANDIĆ;CVITANOVIĆ;JOSIPOVIĆ;JOZIPOVIĆ
Splitsko-dalmatinska;Općina;Bol;MARINKOVIĆ;KARMELIĆ;ETEROVIĆ;BAKOVIĆ;PAVIŠIĆ;KARNINČIĆ;ŠĆEPANOVIĆ;CVITANIĆ;BODLOVIĆ;KUSANOVIĆ
Splitsko-dalmatinska;Općina;Brela;ŠOŠIĆ;MEDIĆ;ZELIĆ;FILIPOVIĆ;IVANAC;URSIĆ;JAKIR;TOMAŠ;ŠKRABIĆ;RIBIČIĆ
Splitsko-dalmatinska;Općina;Cista Provo;MADUNIĆ;ŠITUM;KEGALJ;ČONDIĆ;VUČAK;LJUBIČIĆ;KNEZOVIĆ;VULETIĆ;ŽAJA;MANDARIĆ
Splitsko-dalmatinska;Općina;Dicmo;BRALIĆ;MARETIĆ;PODRUG;ZEBIĆ;BILANDŽIĆ;RADANOVIĆ;ĆAPETA;GABRILO;GRČIĆ;MILUN
Splitsko-dalmatinska;Općina;Dugi Rat;VUKOVIĆ;RAKULJIĆ;TOMIĆ;ERCEGOVIĆ;KLARIĆ;TOMAŠ;VOJNOVIĆ;ŠKARICA;ZEMUNIK;NAZOR
Splitsko-dalmatinska;Općina;Dugopolje;BALIĆ;ROGOŠIĆ;PERIŠIĆ;BOSANČIĆ;RADOŠEVIĆ;CAKTAŠ;ČIPČIĆ;PLAZIBAT;ŠIMIĆ;MARASOVIĆ
Splitsko-dalmatinska;Općina;Gradac;ANDRIJAŠEVIĆ;KOSTANIĆ;KOSOVIĆ;MIOŠIĆ;ŠUTIĆ;VEŽA;MATUTINOVIĆ;KORLJAN;STIPIĆ;BARTULOVIĆ
Splitsko-dalmatinska;Općina;Hrvace;BULJAN;KUNAC;ALEBIĆ;BOŠNJAK;HRGOVIĆ;PLETIKOSIĆ;JERKAN;ZORICA;LOVRIĆ;DOLJANIN
Splitsko-dalmatinska;Općina;Jelsa;CARIĆ;MILATIĆ;VISKOVIĆ;LUČIĆ;GRGIČEVIĆ;BOJANIĆ;HULJIĆ;BOŽIKOVIĆ;BARBIĆ;MAKJANIĆ
Splitsko-dalmatinska;Općina;Klis;BOBAN;JURIĆ;RADIĆ;PLEŠTINA;MIHOVILOVIĆ;UVODIĆ;VETMA;DELIĆ;BUBIĆ;SARIĆ
Splitsko-dalmatinska;Općina;Lećevica;MATAS;TEŠIJA;BAŠIĆ;BUŽANČIĆ;BARAN;ĐIRLIĆ;KELAM;PARČINA;GJIRLIĆ;ČAVKA
Splitsko-dalmatinska;Općina;Lokvičići;ŠTRLJIĆ;KNEZOVIĆ;LASIĆ;ZOVKO;BEKAVAC;KAVELJ;VIDULIN;GADŽO;BLAŽEVIĆ;MEDVIDOVIĆ
Splitsko-dalmatinska;Općina;Lovreć;NIKOLIĆ;MUSTAPIĆ;KATIĆ;OLUJIĆ;BABIĆ;UDILJAK;SKENDER;PIPLICA;BOŠNJAK;NOSIĆ
Splitsko-dalmatinska;Općina;Marina;MATIJAŠ;RADIĆ;JAKUS;PALADA;RINČIĆ;VIDOVIĆ;ŠALOV;ANĐELIĆ;NAJEV;PAŽANIN
Splitsko-dalmatinska;Općina;Milna;MARINOVIĆ;RAKELA;MLADINIĆ;RESTOVIĆ;GALOVIĆ;POKLEPOVIĆ;JERKOVIĆ;BRKULJIĆ;LOZIĆ;BONAČIĆ
Splitsko-dalmatinska;Općina;Muć;VEIĆ;STUPALO;VRDOLJAK;SVALINA;DELIĆ;JURIĆ;ŠOLIĆ;JELIČIĆ;BAZINA;ZUBAN
Splitsko-dalmatinska;Općina;Nerežišća;KUŠČEVIĆ;DRAGIČEVIĆ;JAKŠIĆ;ŠIMUNOVIĆ;BEZMALINOVIĆ;MARTINOVIĆ;DUBRAVČIĆ;FRANULIĆ;FILIPI;ŽUVIĆ
Splitsko-dalmatinska;Općina;Okrug;RADIĆ;MIŠE;KUZMANIĆ;BARETA;VUKMAN;DOBRIČIĆ;BIOČIĆ;BILIĆ;PRGA;BULIČIĆ
Splitsko-dalmatinska;Općina;Otok;VUGDELIJA;NORAC KEVO;JUKIĆ;BITUNJAC;TADIĆ;MARINOVIĆ;BAŠIĆ;SAMARDŽIĆ;VULETA;GRGAT
Splitsko-dalmatinska;Općina;Podbablje;KUJUNDŽIĆ;JONJIĆ;KARIN;UJEVIĆ;ŽUŽUL;ZNAOR;ŠUŠNJAR;PERKUŠIĆ;PERIĆ;MATKOVIĆ
Splitsko-dalmatinska;Općina;Podgora;VELA;URLIĆ;JAKIĆ;GLUČINA;KRŽANIĆ;TALIJANČIĆ;LULIĆ;VODANOVIĆ;SUMIĆ;BORIĆ
Splitsko-dalmatinska;Općina;Podstrana;BOŽIKOVIĆ;PERIŠIĆ;JOVANOVIĆ;RUŽIĆ;VUKOVIĆ;TOMIĆ;ŠARIĆ;PAVIĆ;PETRIČEVIĆ;TOMASOVIĆ
Splitsko-dalmatinska;Općina;Postira;MATULIĆ;ŠANTIĆ;GOSPODNETIĆ;JELINČIĆ;VLAHOVIĆ;GLAVINIĆ;CVITANIĆ;ŠKARIĆ;LAZANEO;ARNERIĆ
Splitsko-dalmatinska;Općina;Prgomet;DRAŽIĆ;JURIĆ;SKELIN;KESIĆ;BAŠIĆ;MANDIĆ;ŠKRAPIĆ;RADNIĆ;BIKIĆ;DRNASIN
Splitsko-dalmatinska;Općina;Primorski Dolac;FRANIĆ;UKIĆ;ŽUNIĆ;MIŠKOVIĆ;VRŽINA;ŠUSTIĆ;BALOV;PENIĆ;STOJAK;ŠPANIĆ
Splitsko-dalmatinska;Općina;Proložac;MARŠIĆ;LASIĆ;GRABOVAC;PETRIČEVIĆ;GRBAVAC;TOLIĆ;BUBALO;DROPULJIĆ;ČEŠLJAR;METER
Splitsko-dalmatinska;Općina;Pučišća;MARTINIĆ;ETEROVIĆ;RADIĆ;VRANDEČIĆ;DRPIĆ;KUSANOVIĆ;GOIĆ;JERČIĆ;NIŽETIĆ;BUVINIĆ
Splitsko-dalmatinska;Općina;Runovići;LJUBIČIĆ;PULJIZ;JUKIĆ;BABIĆ;BIOČIĆ;PULJIĆ;LEŠINA;JAKIĆ;LUBINA;ŽDERO
Splitsko-dalmatinska;Općina;Seget;VUKMAN;ŠPIKA;TOMAŠ;ČARIJA;ALAJBEG;ZULIM;ŠEVO;GRGA;BARADA;IVICA
Splitsko-dalmatinska;Općina;Selca;TRUTANIĆ;NIŽETIĆ;STANČIĆ;ŠTAMBUK;BOŠKOVIĆ;BEZMALINOVIĆ;OSTOJIĆ;VRSALOVIĆ;URSIĆ;ZLATAR
Splitsko-dalmatinska;Općina;Sućuraj;FRANIČEVIĆ;MIHALJEVIĆ;RUDAN;VULJAN;RADOVANČIĆ;SLAVIĆ;JELIČIĆ;PAVLOVIĆ;IVANKOVIĆ;JERKOVIĆ
Splitsko-dalmatinska;Općina;Sutivan;LUKŠIĆ;LJUBETIĆ;IVANOVIĆ;VLADISLAVIĆ;JUTRONIĆ;RAKELA;GRUBŠIĆ;MANZONI;TONŠIĆ;ZUANIĆ
Splitsko-dalmatinska;Općina;Šestanovac;VUKUŠIĆ;RIBIČIĆ;MERČEP;TROGRLIĆ;KEKEZ;BALIĆ;BABIĆ;DUNDIĆ;MANDUŠIĆ;NEJAŠMIĆ
Splitsko-dalmatinska;Općina;Šolta;BEZIĆ;BLAGAIĆ;CECIĆ;JAKOVČEVIĆ;NOVAKOVIĆ;KALEBIĆ;RADMAN;BUKTENICA;VIDAN;BURICA
Splitsko-dalmatinska;Općina;Tučepi;ČOVIĆ;ŠARIĆ;VISKOVIĆ;ŠIMIĆ;MRAVIČIĆ;LALIĆ;BUŠELIĆ;VITLIĆ;PAŠALIĆ;BRBIĆ
Splitsko-dalmatinska;Općina;Zadvarje;ČIZMIĆ;KRŽELJ;KRNIĆ;BAJIĆ;PEJKOVIĆ;SANTRIĆ;POPOVIĆ;Z;Z;Z
Splitsko-dalmatinska;Općina;Zagvozd;ČAGALJ;TOMIČIĆ;MLIKOTA;MUŠURA;VARKAŠ;BULJUBAŠIĆ;DEDIĆ;KRISTIĆ;BARTULOVIĆ;BRNAS
Splitsko-dalmatinska;Općina;Zmijavci;GUDELJ;MILAS;ŠABIĆ;TODORIĆ;KAROGLAN;MRKONJIĆ;ŠUTO;IVKOŠIĆ;ĆAPIN;GARAC
Istarska; ;;BENČIĆ;BURŠIĆ;RADOLOVIĆ;PERUŠKO;MILETIĆ;BOŽIĆ;BRAJKOVIĆ;MATOŠEVIĆ;POROPAT;IVANČIĆ
Istarska;Grad;Buje - Buie;MARUŠIĆ;VIŽINTIN;ĐURĐEVIĆ;KOZLOVIĆ;RADEŠIĆ;BARBO;BRAJKO;SINKOVIĆ;JUGOVAC;ŠEPIĆ
Istarska;Grad;Buzet;FLEGO;SIROTIĆ;PRODAN;VIVODA;MAJCAN;NEŽIĆ;PAVLETIĆ;ČERNEKA;GRŽINIĆ;ŠĆULAC
Istarska;Grad;Labin;MILETIĆ;MILEVOJ;NAČINOVIĆ;ŠKOPAC;FRANKOVIĆ;JURIČIĆ;GOBO;KOS;VIŠKOVIĆ;FARAGUNA
Istarska;Grad;Novigrad - Cittanova;KLARIĆ;BELETIĆ;BABIĆ;JUGOVAC;JURIĆ;KREVATIN;MIANI;ČERVAR;ANIĆ;PASULJI
Istarska;Grad;Pazin;BRAJKOVIĆ;LADAVAC;UJČIĆ;IVANČIĆ;HRVATIN;ZOVIĆ;MOGOROVIĆ;ZGRABLIĆ;FERENČIĆ;GUŠTIN
Istarska;Grad;Poreč - Parenzo;LEGOVIĆ;POROPAT;RITOŠA;VELENIK;ŠTIFANIĆ;BANKO;MATOŠEVIĆ;POPOVIĆ;DEKOVIĆ;BRAJKOVIĆ
Istarska;Grad;Pula - Pola;PETROVIĆ;PERUŠKO;BURŠIĆ;BOŽAC;ROJNIĆ;NIKOLIĆ;BABIĆ;JOVANOVIĆ;MARKOVIĆ;RADOLOVIĆ
Istarska;Grad;Rovinj - Rovigno;POROPAT;SOŠIĆ;MATOŠEVIĆ;POKRAJAC;CERIN;BENUSSI;SPONZA;BOŽIĆ;RADETIĆ;BRAJNOVIĆ
Istarska;Grad;Umag - Umago;ZAKINJA;MAKOVAC;JURIŠEVIĆ;SIROTIĆ;BOŽIĆ;VIŽINTIN;KOZLOVIĆ;ŠTOKOVAC;MATIJAŠIĆ;KOCIJANČIĆ
Istarska;Grad;Vodnjan - Dignano;VITASOVIĆ;MOSCARDA;CETINA;ŠARIĆ;AVDI;MACAN;LEONARDELLI;BANKOVIĆ;CAPOLICCHIO;ADEMI
Istarska;Općina;Bale - Valle;DRANDIĆ;BARBIERI;ŠETIĆ;PIUTTI;POROPAT;ORBANIĆ;ŽUFIĆ;CERIN;BERNÉ;CUCCURIN
Istarska;Općina;Barban;ROCE;ROJNIĆ;KOLIĆ;PLIŠKO;LICUL;BULIĆ;KOROMAN;RADOLA;BRGIĆ;FRANČULA
Istarska;Općina;Brtonigla - Verteneglio;BARNABA;RADIN;RAVALICO;KLARIĆ;LABINJAN;GOJTAN;SINOŽIĆ;VISINTIN;CIVITAN;RUŽIĆ
Istarska;Općina;Cerovlje;ŠESTAN;MATKOVIĆ;UDOVIČIĆ;LUŠETIĆ;RABAR;FLEGAR;STOJŠIĆ;TOMINIĆ;KRIVIČIĆ;ŠTERPIN
Istarska;Općina;Fažana - Fasana;ŠURAN;BENČIĆ;IVANČIĆ;RADOLOVIĆ;TADIĆ;VITASOVIĆ;BUŽLETA;RUDAN;PILJAN;BILIĆ
Istarska;Općina;Funtana - Fontane;LIOVIĆ;ŠTIFANIĆ;GRGETA;IPSA;CVITKOVIĆ;LAKOVIĆ;MARUNICA;BILANDŽIĆ;BOROVAC;ŠAHIĆ
Istarska;Općina;Gračišće;PUTINJA;MILOTIĆ;LANČA;BURŠIĆ;MILANOVIĆ;PUŽAR;ŠIROL;BAŽON;BRLJAFA;DRUŽETIĆ
Istarska;Općina;Grožnjan - Grisignana;MAKOVAC;JUGOVAC;KRALJEVIĆ;ANTONAC;PINCIN;ŠTOKOVAC;ALTIN;DAMIANI;PUCER;KUŠĆE
Istarska;Općina;Kanfanar;MARIĆ;SOŠIĆ;BURIĆ;CERIN;RADETIĆ;RABAR;MARUŽIN;VIČIĆ;BANKO;KOŠARA
Istarska;Općina;Karojba;LAKOŠELJAC;MOČIBOB;LEVAK;JUGOVAC;SELAR;SINČIĆ;CVITKO;SRDOČ;BARTOLIĆ;ERIK
Istarska;Općina;Kaštelir - Labinci - Castelliere-S. Domenica;LEGOVIĆ;KOCIJANČIĆ;RUŽIĆ;BERNOBIĆ;BRČIĆ;KOVAČ;BRATOVIĆ;VENTIN;DIKLIĆ;BEAKOVIĆ
Istarska;Općina;Kršan;VOZILA;NAČINOVIĆ;PERŠIĆ;FABLE;FONOVIĆ;LJUBIČIĆ;RUNKO;BUČIĆ;LAZARIĆ;HONOVIĆ
Istarska;Općina;Lanišće;ŠVERKO;GRBAC;MEDICA;MIKAC;BOŽIĆ;POSEDEL;ČENDAK;BUŽDON;POROPAT;Z
Istarska;Općina;Ližnjan - Lisignano;UŠIĆ;SLADONJA;PLETIKOS;BENČIĆ;JADREŠKO;KAIĆ;GOLDIN;GRBIN;PAURO;TROMBA
Istarska;Općina;Lupoglav;RIBARIĆ;KRAJCAR;ANDREJEVIĆ;RAVNIĆ;SERGO;DEMARK;KRBAVAC;STARAJ;KUHARIĆ;BARIČEVIĆ
Istarska;Općina;Marčana;RADOLOVIĆ;PERUŠKO;PERCAN;VITASOVIĆ;CETINA;BUIĆ;ROJNIĆ;VALIĆ;CVEK;ZENZEROVIĆ
Istarska;Općina;Medulin;CUKON;LORENCIN;KIRAC;CRNOBORI;PREMATE;ROSANDA;PERUŠKO;RADOŠEVIĆ;RAKIĆ;MARKOVIĆ
Istarska;Općina;Motovun - Montona;BERTOŠA;LABINJAN;BELETIĆ;VALENTA;BENČIĆ;KOTIGA;ŠTEFANIĆ;KALIGARI;FLEGO;BOŽIĆ
Istarska;Općina;Oprtalj - Portole;VIŽINTIN;BAZJAK;VEŽNAVER;ŠORGO;MARKEŽIĆ;BARTOLIĆ;BASANEŽE;KRT;TONČIĆ;COTIĆ
Istarska;Općina;Pićan;SMOKOVIĆ;VRETENAR;BAĆAC;BELUŠIĆ;BRENKO;LUKEŽ;SMILOVIĆ;LUKŠIĆ;ŠVIĆ;ANIČIĆ
Istarska;Općina;Raša;DOBRIĆ;MILEVOJ;MILETIĆ;VIŠKOVIĆ;FRANKOVIĆ;RAJKOVIĆ;VLAČIĆ;TENČIĆ;KNAPIĆ;BLAŽINA
Istarska;Općina;Sveta Nedelja;MILETIĆ;LICUL;NAČINOVIĆ;VERBANAC;MOHOROVIĆ;ŠUMBERAC;FRANKOVIĆ;KIRŠIĆ;BATELIĆ;FARAGUNA
Istarska;Općina;Sveti Lovreč;MATOŠEVIĆ;TERLEVIĆ;BABIĆ;LAKOVIĆ;JANKO;HERAK;DODIĆ;LICARDO;MATOŠOVIĆ;PREKALJ
